Date,Open,High,Low,Close,Adj Close,Volume
09-11-2017,308.644989,329.451996,307.056,320.884003,320.884003,893249984
10-11-2017,320.67099,324.717987,294.541992,299.252991,299.252991,885985984
11-11-2017,298.585999,319.453003,298.191986,314.681,314.681,842300992
12-11-2017,314.690002,319.153015,298.513,307.90799,307.90799,1613479936
13-11-2017,307.024994,328.415009,307.024994,316.716003,316.716003,1041889984
14-11-2017,316.763,340.177002,316.763,337.631012,337.631012,1069680000
15-11-2017,337.963989,340.911987,329.812988,333.356995,333.356995,722665984
16-11-2017,333.442993,336.158997,323.605988,330.924011,330.924011,797254016
17-11-2017,330.166992,334.963989,327.52301,332.394012,332.394012,621732992
18-11-2017,331.980011,349.615997,327.687012,347.612,347.612,649638976
19-11-2017,347.401001,371.290985,344.73999,354.385986,354.385986,1181529984
20-11-2017,354.093994,372.136993,353.289001,366.730011,366.730011,807027008
21-11-2017,367.442993,372.470001,350.692993,360.401001,360.401001,949912000
22-11-2017,360.312012,381.420013,360.147003,380.652008,380.652008,800819008
23-11-2017,381.438995,425.548004,376.088013,410.165985,410.165985,1845680000
24-11-2017,412.501007,480.972992,402.757996,474.911011,474.911011,2292829952
25-11-2017,475.675995,485.191986,461.053009,466.276001,466.276001,1422080000
26-11-2017,465.973999,472.722992,451.605988,471.329987,471.329987,1197779968
27-11-2017,471.531006,493.404999,468.484985,480.355011,480.355011,1396480000
28-11-2017,480.518005,482.480011,466.346985,472.902008,472.902008,1346499968
29-11-2017,473.281006,522.307007,425.071014,427.52301,427.52301,2675940096
30-11-2017,431.214996,465.497009,401.243011,447.114014,447.114014,1903040000
01-12-2017,445.209015,472.609009,428.312012,466.540009,466.540009,1247879936
02-12-2017,466.851013,476.239014,456.653015,463.449005,463.449005,943649984
03-12-2017,463.704987,482.813995,451.85199,465.852997,465.852997,990556992
04-12-2017,466.053986,474.777008,453.312012,470.20401,470.20401,1005550016
05-12-2017,470.294006,473.558014,457.660004,463.281006,463.281006,1216720000
06-12-2017,462.604004,462.708008,420.209991,428.588013,428.588013,1998259968
07-12-2017,426.368988,441.397003,414.411011,434.40799,434.40799,2129570048
08-12-2017,434.989014,466.062012,422.367004,456.031006,456.031006,2336379904
09-12-2017,457.343994,504.147003,456.252991,473.502014,473.502014,2003849984
10-12-2017,472.789001,472.789001,429.514008,441.721008,441.721008,1404179968
11-12-2017,440.358002,516.968994,439.104004,515.135986,515.135986,1771440000
12-12-2017,522.286011,657.317993,504.493988,651.43103,651.43103,5179829760
13-12-2017,644.906006,747.992981,597.797974,702.767029,702.767029,4524539904
14-12-2017,700.593994,753.120972,664.989014,695.815979,695.815979,3821580032
15-12-2017,696.375977,697.132019,621.060974,684.447998,684.447998,2758710016
16-12-2017,686.192017,718.38501,680.786011,696.208984,696.208984,2165690112
17-12-2017,696.237,735.825012,696.237,719.974976,719.974976,2147389952
18-12-2017,721.731995,803.927979,689.231018,794.64502,794.64502,3249230080
19-12-2017,793.901001,881.94397,785.34198,826.822998,826.822998,4096549888
20-12-2017,827.515991,845.062012,756.004028,819.085999,819.085999,3969939968
21-12-2017,820.236023,880.54303,792.689026,821.062988,821.062988,3569060096
22-12-2017,822.643005,827.682983,543.762024,674.859985,674.859985,4977710080
23-12-2017,681.315979,763.89502,679.731018,719.387024,719.387024,2480339968
24-12-2017,721.768982,721.768982,614.921997,694.14801,694.14801,2300549888
25-12-2017,698.869995,782.520996,698.869995,765.833984,765.833984,2491760128
26-12-2017,763.369995,786.789978,760.934998,773.835999,773.835999,2201159936
27-12-2017,774.969971,789.252991,738.413025,762.84198,762.84198,2100029952
28-12-2017,762.208008,763.31897,701.187012,737.02301,737.02301,2389149952
29-12-2017,740.388977,770.117004,729.607971,753.59198,753.59198,2648969984
30-12-2017,753.815002,753.815002,685.231018,717.257019,717.257019,3187780096
31-12-2017,712.211975,760.348022,710.119019,756.732971,756.732971,2554269952
01-01-2018,755.757019,782.530029,742.004028,772.640991,772.640991,2595760128
02-01-2018,772.346008,914.830017,772.346008,884.44397,884.44397,5783349760
03-01-2018,886,974.471008,868.450989,962.719971,962.719971,5093159936
04-01-2018,961.713013,1045.079956,946.085999,980.921997,980.921997,6502859776
05-01-2018,975.75,1075.390015,956.325012,997.719971,997.719971,6683149824
06-01-2018,995.153992,1060.709961,994.622009,1041.680054,1041.680054,4662219776
07-01-2018,1043.01001,1153.170044,1043.01001,1153.170044,1153.170044,5569880064
08-01-2018,1158.26001,1266.930054,1016.049988,1148.530029,1148.530029,8450970112
09-01-2018,1146,1320.97998,1145.48999,1299.73999,1299.73999,7965459968
10-01-2018,1300.339966,1417.380005,1226.599976,1255.819946,1255.819946,9214950400
11-01-2018,1268.089966,1337.300049,1135.170044,1154.930054,1154.930054,7235899904
12-01-2018,1158.290039,1296.040039,1120.089966,1273.199951,1273.199951,5222300160
13-01-2018,1270.469971,1432.880005,1270.469971,1396.420044,1396.420044,5746760192
14-01-2018,1397.47998,1400.560059,1286.209961,1366.77002,1366.77002,4841630208
15-01-2018,1365.209961,1390.589966,1290.599976,1291.920044,1291.920044,4781100032
16-01-2018,1292.630005,1292.630005,875.544983,1053.689941,1053.689941,8405139968
17-01-2018,1061.339966,1090.22998,780.921997,1014.25,1014.25,8545160192
18-01-2018,1016.440002,1100.310059,967.758972,1036.280029,1036.280029,5938319872
19-01-2018,1028.819946,1093.219971,1003.710022,1039.099976,1039.099976,4084450048
20-01-2018,1044.949951,1167.109985,1044.949951,1155.150024,1155.150024,3975190016
21-01-2018,1155.680054,1155.680054,1021.5,1049.579956,1049.579956,3378089984
22-01-2018,1055.349976,1089.099976,930.741028,1003.26001,1003.26001,3810099968
23-01-2018,1004.169983,1023.22998,920.539978,986.229004,986.229004,3556699904
24-01-2018,987.47699,1062.439941,965.807983,1058.780029,1058.780029,3944039936
25-01-2018,1063.219971,1104.660034,1034.73999,1056.030029,1056.030029,4050190080
26-01-2018,1052.699951,1080.599976,996.783997,1055.170044,1055.170044,3617690112
27-01-2018,1055.75,1121.97998,1042.119995,1107.069946,1107.069946,3002870016
28-01-2018,1111.780029,1257.77002,1111.780029,1246.01001,1246.01001,5372329984
29-01-2018,1246.699951,1256.699951,1169.079956,1182.359985,1182.359985,3715079936
30-01-2018,1184.130005,1184.630005,1058.969971,1071.130005,1071.130005,4107859968
31-01-2018,1071.089966,1128.660034,1034.5,1118.310059,1118.310059,3757560064
01-02-2018,1119.369995,1161.349976,984.81897,1036.790039,1036.790039,5261680128
02-02-2018,1035.77002,1035.77002,757.97998,915.784973,915.784973,6713290240
03-02-2018,919.210999,991.942993,847.690002,964.018982,964.018982,3243480064
04-02-2018,964.666992,969.031982,805.064026,834.682007,834.682007,2997090048
05-02-2018,834.958008,856.645996,644.598999,697.950989,697.950989,4269530112
06-02-2018,707.737,796.439026,574.419006,793.122009,793.122009,6518269952
07-02-2018,790.427979,851.200012,723.432983,757.067993,757.067993,3896179968
08-02-2018,755.843018,845.085999,755.843018,817.807007,817.807007,3708189952
09-02-2018,818.47998,884.004028,788.833984,883.86499,883.86499,2495820032
10-02-2018,882.46698,917.400024,825.577026,860.414978,860.414978,2930530048
11-02-2018,859.288025,859.288025,788.221985,814.659973,814.659973,2486650112
12-02-2018,817.507996,875.937012,817.507996,868.70697,868.70697,2243450112
13-02-2018,869.29303,870.708984,828.836975,845.257996,845.257996,2081170048
14-02-2018,844.278992,926.429016,844.278992,923.560974,923.560974,2818370048
15-02-2018,923.728027,951.947998,911.111023,936.976013,936.976013,2900100096
16-02-2018,934.786011,950.005005,917.848022,944.210022,944.210022,2369449984
17-02-2018,944.747986,976.594971,940.754028,974.11499,974.11499,2525720064
18-02-2018,973.348999,982.932983,915.445007,923.921021,923.921021,2567290112
19-02-2018,921.66803,957.776978,921.554016,943.86499,943.86499,2169019904
20-02-2018,943.567017,965.265015,892.953979,895.370972,895.370972,2545260032
